Date,Country,Continent,Population,Weekly_New_Cases,Weekly_New_Deaths,Cumulative_Cases,Cumulative_Deaths,Cases_Per_Million,Deaths_Per_Million,Case_Fatality_Rate_Pct,Vaccinated_Pct,Recovery_Rate_Pct
2021-04-04,Italy,Europe,60000000,3252,40,1950765,34413,32512.75,573.55,1.764,4.46,98.24
2021-04-11,Italy,Europe,60000000,5123,46,1955888,34459,32598.13,574.32,1.762,5.79,98.24
2021-04-18,Italy,Europe,60000000,6029,63,1961917,34522,32698.62,575.37,1.76,7.19,98.24
2021-04-25,Italy,Europe,60000000,6797,72,1968714,34594,32811.9,576.57,1.757,8.44,98.24
2021-05-02,Italy,Europe,60000000,7173,94,1975887,34688,32931.45,578.13,1.756,9.98,98.24
2021-05-09,Italy,Europe,60000000,10506,108,1986393,34796,33106.55,579.93,1.752,11.53,98.25
2021-05-16,Italy,Europe,60000000,10546,110,1996939,34906,33282.32,581.77,1.748,13.1,98.25
2021-05-23,Italy,Europe,60000000,10469,170,2007408,35076,33456.8,584.6,1.747,14.35,98.25
2021-05-30,Italy,Europe,60000000,13359,176,2020767,35252,33679.45,587.53,1.744,16.05,98.26
2021-06-06,Italy,Europe,60000000,11188,169,2031955,35421,33865.92,590.35,1.743,17.52,98.26
2021-06-13,Italy,Europe,60000000,19017,337,2050972,35758,34182.87,595.97,1.743,19.12,98.26
2021-06-20,Italy,Europe,60000000,21267,481,2072239,36239,34537.32,603.98,1.749,20.51,98.25
2021-06-27,Italy,Europe,60000000,20129,448,2092368,36687,34872.8,611.45,1.753,22.3,98.25
2021-07-04,Italy,Europe,60000000,26012,372,2118380,37059,35306.33,617.65,1.749,23.62,98.25
2021-07-11,Italy,Europe,60000000,22303,459,2140683,37518,35678.05,625.3,1.753,25.12,98.25
2021-07-18,Italy,Europe,60000000,23523,523,2164206,38041,36070.1,634.02,1.758,26.53,98.24
2021-07-25,Italy,Europe,60000000,30438,454,2194644,38495,36577.4,641.58,1.754,27.93,98.25
2021-08-01,Italy,Europe,60000000,25529,535,2220173,39030,37002.88,650.5,1.758,29.21,98.24
2021-08-08,Italy,Europe,60000000,22428,542,2242601,39572,37376.68,659.53,1.765,30.51,98.23
2021-08-15,Italy,Europe,60000000,29699,530,2272300,40102,37871.67,668.37,1.765,32.01,98.23
2021-08-22,Italy,Europe,60000000,32171,383,2304471,40485,38407.85,674.75,1.757,33.54,98.24
2021-08-29,Italy,Europe,60000000,28257,543,2332728,41028,38878.8,683.8,1.759,34.82,98.24
2021-09-05,Italy,Europe,60000000,32892,366,2365620,41394,39427.0,689.9,1.75,36.19,98.25
2021-09-12,Italy,Europe,60000000,26962,299,2392582,41693,39876.37,694.88,1.743,37.88,98.26
2021-09-19,Italy,Europe,60000000,28984,688,2421566,42381,40359.43,706.35,1.75,39.67,98.25
2021-09-26,Italy,Europe,60000000,35477,370,2457043,42751,40950.72,712.52,1.74,41.09,98.26
2021-10-03,Italy,Europe,60000000,40924,582,2497967,43333,41632.78,722.22,1.735,42.34,98.27
2021-10-10,Italy,Europe,60000000,36560,817,2534527,44150,42242.12,735.83,1.742,44.02,98.26
2021-10-17,Italy,Europe,60000000,28921,562,2563448,44712,42724.13,745.2,1.744,45.35,98.26
2021-10-24,Italy,Europe,60000000,30268,691,2593716,45403,43228.6,756.72,1.751,46.7,98.25
2021-10-31,Italy,Europe,60000000,31627,253,2625343,45656,43755.72,760.93,1.739,48.43,98.26
2021-11-07,Italy,Europe,60000000,43770,816,2669113,46472,44485.22,774.53,1.741,50.08,98.26
2021-11-14,Italy,Europe,60000000,29700,469,2698813,46941,44980.22,782.35,1.739,51.49,98.26
2021-11-21,Italy,Europe,60000000,28567,464,2727380,47405,45456.33,790.08,1.738,53.24,98.26
2021-11-28,Italy,Europe,60000000,27472,355,2754852,47760,45914.2,796.0,1.734,54.56,98.27
2021-12-05,Italy,Europe,60000000,32069,751,2786921,48511,46448.68,808.52,1.741,56.04,98.26
2021-12-12,Italy,Europe,60000000,37313,780,2824234,49291,47070.57,821.52,1.745,57.34,98.25
2021-12-19,Italy,Europe,60000000,37764,578,2861998,49869,47699.97,831.15,1.742,58.9,98.26
2021-12-26,Italy,Europe,60000000,49340,1040,2911338,50909,48522.3,848.48,1.749,60.33,98.25
2022-01-02,Italy,Europe,60000000,45234,493,2956572,51402,49276.2,856.7,1.739,61.55,98.26
2022-01-09,Italy,Europe,60000000,30919,426,2987491,51828,49791.52,863.8,1.735,63.06,98.27
2022-01-16,Italy,Europe,60000000,39878,936,3027369,52764,50456.15,879.4,1.743,64.56,98.26
2022-01-23,Italy,Europe,60000000,36986,327,3064355,53091,51072.58,884.85,1.733,65.79,98.27
2022-01-30,Italy,Europe,60000000,37676,582,3102031,53673,51700.52,894.55,1.73,67.49,98.27
2022-02-06,Italy,Europe,60000000,28745,242,3130776,53915,52179.6,898.58,1.722,68.96,98.28
2022-02-13,Italy,Europe,60000000,29972,265,3160748,54180,52679.13,903.0,1.714,70.59,98.29
2022-02-20,Italy,Europe,60000000,26845,492,3187593,54672,53126.55,911.2,1.715,71.96,98.28
2022-02-27,Italy,Europe,60000000,27642,399,3215235,55071,53587.25,917.85,1.713,73.64,98.29
2022-03-06,Italy,Europe,60000000,31518,654,3246753,55725,54112.55,928.75,1.716,74.92,98.28
2022-03-13,Italy,Europe,60000000,38371,461,3285124,56186,54752.07,936.43,1.71,76.52,98.29
2022-03-20,Italy,Europe,60000000,33472,796,3318596,56982,55309.93,949.7,1.717,77.96,98.28
2022-03-27,Italy,Europe,60000000,23214,193,3341810,57175,55696.83,952.92,1.711,79.65,98.29
2022-04-03,Italy,Europe,60000000,30976,656,3372786,57831,56213.1,963.85,1.715,80.99,98.28
2022-04-10,Italy,Europe,60000000,26869,228,3399655,58059,56660.92,967.65,1.708,82.77,98.29
2022-04-17,Italy,Europe,60000000,31573,753,3431228,58812,57187.13,980.2,1.714,84.13,98.29
2022-04-24,Italy,Europe,60000000,29563,577,3460791,59389,57679.85,989.82,1.716,85.52,98.28
2022-05-01,Italy,Europe,60000000,32281,778,3493072,60167,58217.87,1002.78,1.722,87.25,98.28
2022-05-08,Italy,Europe,60000000,29348,373,3522420,60540,58707.0,1009.0,1.719,88.62,98.28
2022-05-15,Italy,Europe,60000000,31442,257,3553862,60797,59231.03,1013.28,1.711,90.25,98.29
2022-05-22,Italy,Europe,60000000,26422,491,3580284,61288,59671.4,1021.47,1.712,92.0,98.29
2022-05-29,Italy,Europe,60000000,19872,273,3600156,61561,60002.6,1026.02,1.71,92.0,98.29
2022-06-05,Italy,Europe,60000000,21245,264,3621401,61825,60356.68,1030.42,1.707,92.0,98.29
2022-06-12,Italy,Europe,60000000,27643,660,3649044,62485,60817.4,1041.42,1.712,92.0,98.29
2022-06-19,Italy,Europe,60000000,22185,527,3671229,63012,61187.15,1050.2,1.716,92.0,98.28
2022-06-26,Italy,Europe,60000000,18884,203,3690113,63215,61501.88,1053.58,1.713,92.0,98.29
2022-07-03,Italy,Europe,60000000,20507,501,3710620,63716,61843.67,1061.93,1.717,92.0,98.28
2022-07-10,Italy,Europe,60000000,26895,327,3737515,64043,62291.92,1067.38,1.714,92.0,98.29
2022-07-17,Italy,Europe,60000000,30456,632,3767971,64675,62799.52,1077.92,1.716,92.0,98.28
2022-07-24,Italy,Europe,60000000,29952,700,3797923,65375,63298.72,1089.58,1.721,92.0,98.28
2022-07-31,Italy,Europe,60000000,33974,303,3831897,65678,63864.95,1094.63,1.714,92.0,98.29
2022-08-07,Italy,Europe,60000000,25001,482,3856898,66160,64281.63,1102.67,1.715,92.0,98.28
2022-08-14,Italy,Europe,60000000,29141,671,3886039,66831,64767.32,1113.85,1.72,92.0,98.28
2022-08-21,Italy,Europe,60000000,39419,525,3925458,67356,65424.3,1122.6,1.716,92.0,98.28
2022-08-28,Italy,Europe,60000000,27874,313,3953332,67669,65888.87,1127.82,1.712,92.0,98.29
2022-09-04,Italy,Europe,60000000,29785,455,3983117,68124,66385.28,1135.4,1.71,92.0,98.29
2022-09-11,Italy,Europe,60000000,25825,529,4008942,68653,66815.7,1144.22,1.712,92.0,98.29
2022-09-18,Italy,Europe,60000000,29637,485,4038579,69138,67309.65,1152.3,1.712,92.0,98.29
2022-09-25,Italy,Europe,60000000,36390,559,4074969,69697,67916.15,1161.62,1.71,92.0,98.29
2022-10-02,Italy,Europe,60000000,26795,463,4101764,70160,68362.73,1169.33,1.71,92.0,98.29
2022-10-09,Italy,Europe,60000000,31849,651,4133613,70811,68893.55,1180.18,1.713,92.0,98.29
2022-10-16,Italy,Europe,60000000,44590,979,4178203,71790,69636.72,1196.5,1.718,92.0,98.28
2022-10-23,Italy,Europe,60000000,38998,907,4217201,72697,70286.68,1211.62,1.724,92.0,98.28
2022-10-30,Italy,Europe,60000000,32080,262,4249281,72959,70821.35,1215.98,1.717,92.0,98.28
2022-11-06,Italy,Europe,60000000,42384,414,4291665,73373,71527.75,1222.88,1.71,92.0,98.29
2022-11-13,Italy,Europe,60000000,35162,352,4326827,73725,72113.78,1228.75,1.704,92.0,98.3
2022-11-20,Italy,Europe,60000000,29765,272,4356592,73997,72609.87,1233.28,1.699,92.0,98.3
2022-11-27,Italy,Europe,60000000,40958,350,4397550,74347,73292.5,1239.12,1.691,92.0,98.31
2022-12-04,Italy,Europe,60000000,36362,354,4433912,74701,73898.53,1245.02,1.685,92.0,98.31
2022-12-11,Italy,Europe,60000000,36899,481,4470811,75182,74513.52,1253.03,1.682,92.0,98.32
2022-12-18,Italy,Europe,60000000,41898,1035,4512709,76217,75211.82,1270.28,1.689,92.0,98.31
2022-12-25,Italy,Europe,60000000,44639,684,4557348,76901,75955.8,1281.68,1.687,92.0,98.31
2023-01-01,Italy,Europe,60000000,25128,223,4582476,77124,76374.6,1285.4,1.683,92.0,98.32
2023-01-08,Italy,Europe,60000000,33079,392,4615555,77516,76925.92,1291.93,1.679,92.0,98.32
2023-01-15,Italy,Europe,60000000,28443,506,4643998,78022,77399.97,1300.37,1.68,92.0,98.32
2023-01-22,Italy,Europe,60000000,39156,859,4683154,78881,78052.57,1314.68,1.684,92.0,98.32
2023-01-29,Italy,Europe,60000000,29247,414,4712401,79295,78540.02,1321.58,1.683,92.0,98.32
2023-02-05,Italy,Europe,60000000,28156,325,4740557,79620,79009.28,1327.0,1.68,92.0,98.32
2023-02-12,Italy,Europe,60000000,29989,485,4770546,80105,79509.1,1335.08,1.679,92.0,98.32
2023-02-19,Italy,Europe,60000000,24773,358,4795319,80463,79921.98,1341.05,1.678,92.0,98.32
2023-02-26,Italy,Europe,60000000,34437,500,4829756,80963,80495.93,1349.38,1.676,92.0,98.32
2023-03-05,Italy,Europe,60000000,24579,586,4854335,81549,80905.58,1359.15,1.68,92.0,98.32
2023-03-12,Italy,Europe,60000000,33829,663,4888164,82212,81469.4,1370.2,1.682,92.0,98.32
2023-03-19,Italy,Europe,60000000,18538,298,4906702,82510,81778.37,1375.17,1.682,92.0,98.32
2023-03-26,Italy,Europe,60000000,19622,375,4926324,82885,82105.4,1381.42,1.682,92.0,98.32
2023-04-02,Italy,Europe,60000000,24318,490,4950642,83375,82510.7,1389.58,1.684,92.0,98.32
2023-04-09,Italy,Europe,60000000,21112,210,4971754,83585,82862.57,1393.08,1.681,92.0,98.32
2023-04-16,Italy,Europe,60000000,26433,508,4998187,84093,83303.12,1401.55,1.682,92.0,98.32
2023-04-23,Italy,Europe,60000000,17891,310,5016078,84403,83601.3,1406.72,1.683,92.0,98.32
2023-04-30,Italy,Europe,60000000,21880,478,5037958,84881,83965.97,1414.68,1.685,92.0,98.31
2023-05-07,Italy,Europe,60000000,15543,191,5053501,85072,84225.02,1417.87,1.683,92.0,98.32
2023-05-14,Italy,Europe,60000000,14034,210,5067535,85282,84458.92,1421.37,1.683,92.0,98.32
2023-05-21,Italy,Europe,60000000,15207,139,5082742,85421,84712.37,1423.68,1.681,92.0,98.32
2023-05-28,Italy,Europe,60000000,10010,106,5092752,85527,84879.2,1425.45,1.679,92.0,98.32
2023-06-04,Italy,Europe,60000000,7930,119,5100682,85646,85011.37,1427.43,1.679,92.0,98.32
2023-06-11,Italy,Europe,60000000,13017,227,5113699,85873,85228.32,1431.22,1.679,92.0,98.32
2023-06-18,Italy,Europe,60000000,10260,209,5123959,86082,85399.32,1434.7,1.68,92.0,98.32
2023-06-25,Italy,Europe,60000000,8209,189,5132168,86271,85536.13,1437.85,1.681,92.0,98.32
2023-07-02,Italy,Europe,60000000,11825,222,5143993,86493,85733.22,1441.55,1.681,92.0,98.32
2023-07-09,Italy,Europe,60000000,8514,177,5152507,86670,85875.12,1444.5,1.682,92.0,98.32
2023-07-16,Italy,Europe,60000000,9515,145,5162022,86815,86033.7,1446.92,1.682,92.0,98.32
2023-07-23,Italy,Europe,60000000,9730,102,5171752,86917,86195.87,1448.62,1.681,92.0,98.32
2023-07-30,Italy,Europe,60000000,7863,175,5179615,87092,86326.92,1451.53,1.681,92.0,98.32
2023-08-06,Italy,Europe,60000000,6676,157,5186291,87249,86438.18,1454.15,1.682,92.0,98.32
2023-08-13,Italy,Europe,60000000,8098,131,5194389,87380,86573.15,1456.33,1.682,92.0,98.32
2023-08-20,Italy,Europe,60000000,6473,114,5200862,87494,86681.03,1458.23,1.682,92.0,98.32
2023-08-27,Italy,Europe,60000000,6501,82,5207363,87576,86789.38,1459.6,1.682,92.0,98.32
2023-09-03,Italy,Europe,60000000,13701,334,5221064,87910,87017.73,1465.17,1.684,92.0,98.32
2023-09-10,Italy,Europe,60000000,13978,193,5235042,88103,87250.7,1468.38,1.683,92.0,98.32
2023-09-17,Italy,Europe,60000000,16477,397,5251519,88500,87525.32,1475.0,1.685,92.0,98.31
2023-09-24,Italy,Europe,60000000,18178,227,5269697,88727,87828.28,1478.78,1.684,92.0,98.32
2023-10-01,Italy,Europe,60000000,12253,223,5281950,88950,88032.5,1482.5,1.684,92.0,98.32
2023-10-08,Italy,Europe,60000000,20799,208,5302749,89158,88379.15,1485.97,1.681,92.0,98.32
2023-10-15,Italy,Europe,60000000,16356,304,5319105,89462,88651.75,1491.03,1.682,92.0,98.32
2023-10-22,Italy,Europe,60000000,19215,332,5338320,89794,88972.0,1496.57,1.682,92.0,98.32
2023-10-29,Italy,Europe,60000000,18468,201,5356788,89995,89279.8,1499.92,1.68,92.0,98.32
2023-11-05,Italy,Europe,60000000,28432,661,5385220,90656,89753.67,1510.93,1.683,92.0,98.32
2023-11-12,Italy,Europe,60000000,24352,236,5409572,90892,90159.53,1514.87,1.68,92.0,98.32
2023-11-19,Italy,Europe,60000000,30026,547,5439598,91439,90659.97,1523.98,1.681,92.0,98.32
2023-11-26,Italy,Europe,60000000,24094,202,5463692,91641,91061.53,1527.35,1.677,92.0,98.32
2023-12-03,Italy,Europe,60000000,38455,396,5502147,92037,91702.45,1533.95,1.673,92.0,98.33
2023-12-10,Italy,Europe,60000000,38019,902,5540166,92939,92336.1,1548.98,1.678,92.0,98.32
2023-12-17,Italy,Europe,60000000,23584,204,5563750,93143,92729.17,1552.38,1.674,92.0,98.33
2023-12-24,Italy,Europe,60000000,31244,265,5594994,93408,93249.9,1556.8,1.669,92.0,98.33
2023-12-31,Italy,Europe,60000000,24337,520,5619331,93928,93655.52,1565.47,1.672,92.0,98.33
2020-01-05,Russia,Europe,144000000,14508,205,14508,205,100.75,1.42,1.413,0.0,98.59
2020-01-12,Russia,Europe,144000000,14352,116,28860,321,200.42,2.23,1.112,0.0,98.89
2020-01-19,Russia,Europe,144000000,10781,184,39641,505,275.28,3.51,1.274,0.0,98.73
2020-01-26,Russia,Europe,144000000,16045,333,55686,838,386.71,5.82,1.505,0.0,98.5
2020-02-02,Russia,Europe,144000000,12642,211,68328,1049,474.5,7.28,1.535,0.0,98.47
2020-02-09,Russia,Europe,144000000,13881,133,82209,1182,570.9,8.21,1.438,0.0,98.56
2020-02-16,Russia,Europe,144000000,16798,181,99007,1363,687.55,9.47,1.377,0.0,98.62
2020-02-23,Russia,Europe,144000000,15398,206,114405,1569,794.48,10.9,1.371,0.0,98.63
2020-03-01,Russia,Europe,144000000,16422,155,130827,1724,908.52,11.97,1.318,0.0,98.68
2020-03-08,Russia,Europe,144000000,14987,169,145814,1893,1012.6,13.15,1.298,0.0,98.7
2020-03-15,Russia,Europe,144000000,14998,279,160812,2172,1116.75,15.08,1.351,0.0,98.65
2020-03-22,Russia,Europe,144000000,18465,235,179277,2407,1244.98,16.72,1.343,0.0,98.66
2020-03-29,Russia,Europe,144000000,19573,377,198850,2784,1380.9,19.33,1.4,0.0,98.6
2020-04-05,Russia,Europe,144000000,27304,570,226154,3354,1570.51,23.29,1.483,0.0,98.52
2020-04-12,Russia,Europe,144000000,25996,422,252150,3776,1751.04,26.22,1.498,0.0,98.5
2020-04-19,Russia,Europe,144000000,26096,453,278246,4229,1932.26,29.37,1.52,0.0,98.48
2020-04-26,Russia,Europe,144000000,19786,228,298032,4457,2069.67,30.95,1.495,0.0,98.5
2020-05-03,Russia,Europe,144000000,21312,500,319344,4957,2217.67,34.42,1.552,0.0,98.45
2020-05-10,Russia,Europe,144000000,25374,519,344718,5476,2393.88,38.03,1.589,0.0,98.41
2020-05-17,Russia,Europe,144000000,22724,339,367442,5815,2551.68,40.38,1.583,0.0,98.42
2020-05-24,Russia,Europe,144000000,19651,214,387093,6029,2688.15,41.87,1.558,0.0,98.44
2020-05-31,Russia,Europe,144000000,30654,550,417747,6579,2901.02,45.69,1.575,0.0,98.42
2020-06-07,Russia,Europe,144000000,23336,505,441083,7084,3063.08,49.19,1.606,0.0,98.39
2020-06-14,Russia,Europe,144000000,22088,543,463171,7627,3216.47,52.97,1.647,0.0,98.35
2020-06-21,Russia,Europe,144000000,23761,326,486932,7953,3381.47,55.23,1.633,0.0,98.37
2020-06-28,Russia,Europe,144000000,23339,235,510271,8188,3543.55,56.86,1.605,0.0,98.39
2020-07-05,Russia,Europe,144000000,20218,384,530489,8572,3683.95,59.53,1.616,0.0,98.38
2020-07-12,Russia,Europe,144000000,32331,693,562820,9265,3908.47,64.34,1.646,0.0,98.35
2020-07-19,Russia,Europe,144000000,20688,357,583508,9622,4052.14,66.82,1.649,0.0,98.35
2020-07-26,Russia,Europe,144000000,20073,176,603581,9798,4191.53,68.04,1.623,0.0,98.38
2020-08-02,Russia,Europe,144000000,28639,489,632220,10287,4390.42,71.44,1.627,0.0,98.37
2020-08-09,Russia,Europe,144000000,19497,167,651717,10454,4525.81,72.6,1.604,0.0,98.4
2020-08-16,Russia,Europe,144000000,33407,284,685124,10738,4757.81,74.57,1.567,0.0,98.43
2020-08-23,Russia,Europe,144000000,24720,409,709844,11147,4929.47,77.41,1.57,0.0,98.43
2020-08-30,Russia,Europe,144000000,19474,211,729318,11358,5064.71,78.88,1.557,0.0,98.44
2020-09-06,Russia,Europe,144000000,22725,476,752043,11834,5222.52,82.18,1.574,0.0,98.43
2020-09-13,Russia,Europe,144000000,24668,464,776711,12298,5393.83,85.4,1.583,0.0,98.42
2020-09-20,Russia,Europe,144000000,31168,656,807879,12954,5610.27,89.96,1.603,0.0,98.4
2020-09-27,Russia,Europe,144000000,22744,354,830623,13308,5768.22,92.42,1.602,0.0,98.4
2020-10-04,Russia,Europe,144000000,24821,479,855444,13787,5940.58,95.74,1.612,0.0,98.39
2020-10-11,Russia,Europe,144000000,22633,429,878077,14216,6097.76,98.72,1.619,0.0,98.38
2020-10-18,Russia,Europe,144000000,15736,240,893813,14456,6207.03,100.39,1.617,0.0,98.38
2020-10-25,Russia,Europe,144000000,18571,189,912384,14645,6336.0,101.7,1.605,0.0,98.39
2020-11-01,Russia,Europe,144000000,15763,287,928147,14932,6445.47,103.69,1.609,0.0,98.39
2020-11-08,Russia,Europe,144000000,20332,250,948479,15182,6586.66,105.43,1.601,0.0,98.4
2020-11-15,Russia,Europe,144000000,18977,310,967456,15492,6718.44,107.58,1.601,0.0,98.4
2020-11-22,Russia,Europe,144000000,15151,289,982607,15781,6823.66,109.59,1.606,0.0,98.39
2020-11-29,Russia,Europe,144000000,20733,444,1003340,16225,6967.64,112.67,1.617,0.0,98.38
2020-12-06,Russia,Europe,144000000,17950,299,1021290,16524,7092.29,114.75,1.618,0.0,98.38
2020-12-13,Russia,Europe,144000000,11821,152,1033111,16676,7174.38,115.81,1.614,0.0,98.39
2020-12-20,Russia,Europe,144000000,11458,279,1044569,16955,7253.95,117.74,1.623,0.0,98.38
2020-12-27,Russia,Europe,144000000,11123,117,1055692,17072,7331.19,118.56,1.617,0.0,98.38
2021-01-03,Russia,Europe,144000000,16408,394,1072100,17466,7445.14,121.29,1.629,0.0,98.37
2021-01-10,Russia,Europe,144000000,14302,115,1086402,17581,7544.46,122.09,1.618,0.0,98.38
2021-01-17,Russia,Europe,144000000,7954,114,1094356,17695,7599.69,122.88,1.617,0.0,98.38
2021-01-24,Russia,Europe,144000000,8131,67,1102487,17762,7656.16,123.35,1.611,0.0,98.39
2021-01-31,Russia,Europe,144000000,9122,219,1111609,17981,7719.51,124.87,1.618,0.0,98.38
2021-02-07,Russia,Europe,144000000,7409,142,1119018,18123,7770.96,125.85,1.62,0.0,98.38
2021-02-14,Russia,Europe,144000000,7895,96,1126913,18219,7825.78,126.52,1.617,0.0,98.38
2021-02-21,Russia,Europe,144000000,6728,78,1133641,18297,7872.51,127.06,1.614,0.0,98.39
2021-02-28,Russia,Europe,144000000,3943,78,1137584,18375,7899.89,127.6,1.615,0.0,98.39
2021-03-07,Russia,Europe,144000000,3087,77,1140671,18452,7921.33,128.14,1.618,0.26,98.38
2021-03-14,Russia,Europe,144000000,3100,46,1143771,18498,7942.85,128.46,1.617,0.77,98.38
2021-03-21,Russia,Europe,144000000,1491,27,1145262,18525,7953.21,128.65,1.618,1.78,98.38
2021-03-28,Russia,Europe,144000000,2870,46,1148132,18571,7973.14,128.97,1.617,3.12,98.38
2021-04-04,Russia,Europe,144000000,2957,60,1151089,18631,7993.67,129.38,1.619,4.61,98.38
2021-04-11,Russia,Europe,144000000,3210,69,1154299,18700,8015.97,129.86,1.62,6.05,98.38
2021-04-18,Russia,Europe,144000000,3857,69,1158156,18769,8042.75,130.34,1.621,7.35,98.38
2021-04-25,Russia,Europe,144000000,2554,36,1160710,18805,8060.49,130.59,1.62,8.88,98.38
2021-05-02,Russia,Europe,144000000,5584,56,1166294,18861,8099.26,130.98,1.617,10.56,98.38
2021-05-09,Russia,Europe,144000000,6933,73,1173227,18934,8147.41,131.49,1.614,12.27,98.39
2021-05-16,Russia,Europe,144000000,8721,177,1181948,19111,8207.97,132.72,1.617,13.94,98.38
2021-05-23,Russia,Europe,144000000,10064,184,1192012,19295,8277.86,133.99,1.619,15.32,98.38
2021-05-30,Russia,Europe,144000000,10549,194,1202561,19489,8351.12,135.34,1.621,16.87,98.38
2021-06-06,Russia,Europe,144000000,8320,173,1210881,19662,8408.9,136.54,1.624,18.12,98.38
2021-06-13,Russia,Europe,144000000,13468,182,1224349,19844,8502.42,137.81,1.621,19.4,98.38
2021-06-20,Russia,Europe,144000000,11280,98,1235629,19942,8580.76,138.49,1.614,21.01,98.39
2021-06-27,Russia,Europe,144000000,15656,348,1251285,20290,8689.48,140.9,1.622,22.29,98.38
2021-07-04,Russia,Europe,144000000,10480,228,1261765,20518,8762.26,142.49,1.626,24.04,98.37
2021-07-11,Russia,Europe,144000000,14042,231,1275807,20749,8859.77,144.09,1.626,25.43,98.37
2021-07-18,Russia,Europe,144000000,18827,357,1294634,21106,8990.51,146.57,1.63,26.8,98.37
2021-07-25,Russia,Europe,144000000,14103,326,1308737,21432,9088.45,148.83,1.638,28.01,98.36
2021-08-01,Russia,Europe,144000000,15032,261,1323769,21693,9192.84,150.65,1.639,29.3,98.36
2021-08-08,Russia,Europe,144000000,13270,290,1337039,21983,9284.99,152.66,1.644,31.04,98.36
2021-08-15,Russia,Europe,144000000,21836,508,1358875,22491,9436.63,156.19,1.655,32.57,98.34
2021-08-22,Russia,Europe,144000000,22519,327,1381394,22818,9593.01,158.46,1.652,34.17,98.35
2021-08-29,Russia,Europe,144000000,25360,300,1406754,23118,9769.12,160.54,1.643,35.6,98.36
2021-09-05,Russia,Europe,144000000,19973,206,1426727,23324,9907.83,161.97,1.635,36.85,98.36
2021-09-12,Russia,Europe,144000000,24894,612,1451621,23936,10080.7,166.22,1.649,38.3,98.35
2021-09-19,Russia,Europe,144000000,16038,146,1467659,24082,10192.08,167.24,1.641,40.03,98.36
2021-09-26,Russia,Europe,144000000,21325,286,1488984,24368,10340.17,169.22,1.637,41.52,98.36
2021-10-03,Russia,Europe,144000000,19821,323,1508805,24691,10477.81,171.47,1.636,43.23,98.36
2021-10-10,Russia,Europe,144000000,23907,473,1532712,25164,10643.83,174.75,1.642,44.65,98.36
2021-10-17,Russia,Europe,144000000,26311,508,1559023,25672,10826.55,178.28,1.647,45.92,98.35
2021-10-24,Russia,Europe,144000000,24357,301,1583380,25973,10995.69,180.37,1.64,47.6,98.36
2021-10-31,Russia,Europe,144000000,22570,562,1605950,26535,11152.43,184.27,1.652,48.86,98.35
2021-11-07,Russia,Europe,144000000,27869,542,1633819,27077,11345.97,188.03,1.657,50.52,98.34
2021-11-14,Russia,Europe,144000000,21273,348,1655092,27425,11493.69,190.45,1.657,52.2,98.34
2021-11-21,Russia,Europe,144000000,20318,240,1675410,27665,11634.79,192.12,1.651,53.73,98.35
2021-11-28,Russia,Europe,144000000,24655,315,1700065,27980,11806.01,194.31,1.646,55.11,98.35
2021-12-05,Russia,Europe,144000000,21128,446,1721193,28426,11952.73,197.4,1.652,56.7,98.35
2021-12-12,Russia,Europe,144000000,29268,719,1750461,29145,12155.98,202.4,1.665,58.18,98.33
2021-12-19,Russia,Europe,144000000,18043,159,1768504,29304,12281.28,203.5,1.657,59.56,98.34
2021-12-26,Russia,Europe,144000000,30635,517,1799139,29821,12494.02,207.09,1.658,60.92,98.34
2022-01-02,Russia,Europe,144000000,22756,413,1821895,30234,12652.05,209.96,1.659,62.52,98.34
2022-01-09,Russia,Europe,144000000,19080,469,1840975,30703,12784.55,213.22,1.668,64.04,98.33
2022-01-16,Russia,Europe,144000000,18675,433,1859650,31136,12914.24,216.22,1.674,65.29,98.33
2022-01-23,Russia,Europe,144000000,29472,735,1889122,31871,13118.9,221.33,1.687,66.91,98.31
2022-01-30,Russia,Europe,144000000,27221,373,1916343,32244,13307.94,223.92,1.683,68.67,98.32
2022-02-06,Russia,Europe,144000000,23538,481,1939881,32725,13471.4,227.26,1.687,70.43,98.31
2022-02-13,Russia,Europe,144000000,29292,649,1969173,33374,13674.81,231.76,1.695,71.81,98.31
2022-02-20,Russia,Europe,144000000,28705,536,1997878,33910,13874.15,235.49,1.697,73.57,98.3
2022-02-27,Russia,Europe,144000000,24353,322,2022231,34232,14043.27,237.72,1.693,74.99,98.31
2022-03-06,Russia,Europe,144000000,22246,476,2044477,34708,14197.76,241.03,1.698,76.38,98.3
2022-03-13,Russia,Europe,144000000,22138,307,2066615,35015,14351.49,243.16,1.694,78.07,98.31
2022-03-20,Russia,Europe,144000000,20220,188,2086835,35203,14491.91,244.47,1.687,79.37,98.31
2022-03-27,Russia,Europe,144000000,14813,244,2101648,35447,14594.78,246.16,1.687,80.63,98.31
2022-04-03,Russia,Europe,144000000,15029,360,2116677,35807,14699.15,248.66,1.692,82.36,98.31
2022-04-10,Russia,Europe,144000000,18434,456,2135111,36263,14827.16,251.83,1.698,83.56,98.3
2022-04-17,Russia,Europe,144000000,19635,362,2154746,36625,14963.51,254.34,1.7,85.03,98.3
2022-04-24,Russia,Europe,144000000,16657,262,2171403,36887,15079.19,256.16,1.699,86.48,98.3
2022-05-01,Russia,Europe,144000000,19476,200,2190879,37087,15214.44,257.55,1.693,87.8,98.31
